MES	CAMPANHA	LINK_PLANILHA
	Mapa da aprovação BNDES | TUDO que você precisa fazer para conquistar mais de R$23 mil por mês ainda em 2024	https://docs.google.com/spreadsheets/d/1d9XBOpLEQaaBviokxqAY3KUCIXcJvEs5znqLOJnuB6c/edit
	TJ SP em 100 dias | 572 vagas para ganhar R$ 6 mil/mês mesmo sem faculdade	https://docs.google.com/spreadsheets/d/1f8-XuYDB0yfojFd17xL6kzSCl2EYXPb1QtZ6OUSMrC8/edit
	Funil de e-mails TJ SP	https://docs.google.com/spreadsheets/d/1RtW5Q4WXaNUkcJadWnthyUzWxrZOYFgmBA8TOdcccoY/edit
	Concurso TRF 1 - Edital publicado	https://docs.google.com/spreadsheets/d/1EZkxweZWWxnobSisTlyHuIVqPfJMS0Wq9bZTgv0LgRk/edit?gid=43350681
	Concurso TRT CE - Edital publicado	https://docs.google.com/spreadsheets/d/1CKC_sZx_sXwOKxQWHtAPozJ5wo5JuycghL7zu9qXmP0/edit?gid=0
	Polícia Penal GO em 70 dias | Como conquistar uma das 1.600 vagas e salários de R$ 6 mil	https://docs.google.com/spreadsheets/d/1kDZ99agmZwr6Q-Hv-9vJG1IX-tep-Y7VLV53DbHyziE/edit?gid=0
	Guia da Aprovação Receita Federal | Conquiste R$ 23 mil por mês com o método exclusivo usado por 83% dos aprovados em 2023	https://docs.google.com/spreadsheets/d/17KXiD8wwc2f6h3Ond-mwtPvBIJA0NXXL0KdsFwpC-rM/edit?gid=0
	Operação Federal | O método de elite usado por 977 aprovados para você ingressar na Polícia Federal	https://docs.google.com/spreadsheets/d/1XRMGVngAW8VaWko8gs6FUe_bKsUAP1IN0YyG9__oQFw/edit?gid=0
45505.0	Plano de Aprovação MP PR | O guia de reta final para conquistar uma das 86 vagas com salários de até R$ 16 mil	https://docs.google.com/spreadsheets/d/1Phdwo-39RHDGGA1Z7W8_jm-21nxte7a5QwPC-WrJ-ZI/edit?gid=43350681
45505.0	Funil de e-mails TSE	https://docs.google.com/spreadsheets/d/11o5M6q1x51IZcdqGHfEE2Z1LIIbPbLP3JD--FhYhZbM/edit?gid=683855694
45505.0	Jornada do Auditor Fiscal | O passo a passo para conquistar uma das mais de 500 vagas previstas e ganhar até meio milhão de reais todo ano.	https://docs.google.com/spreadsheets/d/1nYUuvX7-up-nFJN82_Ewx_BsGQOSB4j4ZhdoIRXDrLw/edit?gid=683855694
45505.0	Funil - Agosto/24	https://docs.google.com/spreadsheets/d/11X5SpkpRWbK3azvlUSKSEPf6dIboAwWPE7A6aNPKjl0/edit?gid=683855694
45505.0	O que fazer após o Concurso Unificado?	https://docs.google.com/spreadsheets/d/1yqtj8-aVbKbI4R7K4pY1OtaL05qIaYEfUieuhmYor_8/edit?gid=524452270
45536.0	Jornada da Independência Financeira - Descubra como ser aprovado em menos de 1 ano e ganhar até R$ 30.000,00 por mês	https://docs.google.com/spreadsheets/d/1qg0chHtYsDPoz0KxJSxUlJKD7FKs53wEAk-qkVQQppo/edit?gid=0
45536.0	DO ZERO À PCDF ADMINISTRATIVO | Como garantir uma das 200 vagas de nível médio e R$ 5,5 mil em 4 meses	https://docs.google.com/spreadsheets/d/1klH71CK-g5Zhlzv5gJwGSYbqGgxnFuaNK01QQYqf6qQ/edit?gid=1384578142
45536.0	PROJETO 7K SEM FACULDADE | O método comprovado para conquistar uma das 43 mil vagas de nível médio e ganhar até R$ 7 mil/mês	https://docs.google.com/spreadsheets/d/1UUWAiTNi1Uueb0lSQ7IkYJLymWTtuslPeu23CEV07CU/edit?gid=0
45536.0	Fábrica de Auditores SEFAZ RJ | Conquiste salários de pelo menos R$ 30.000,00/mês com o melhor time de especialistas da SEFAZ RJ	https://docs.google.com/spreadsheets/d/1t3XRYezCY9WSWtGphFGJkfAZS722W0irewxkxijcQIs/edit?gid=0
45566.0	Bússola da Aprovação PRF | A metodologia Imbatível que garantiu a aprovação de 952 Policiais Rodoviários Federais	https://docs.google.com/spreadsheets/d/1kf3w4qRQ-br_y_JDl-IvxU6UUeAN0RH8ndWeaovqCy0/edit?gid=0
45566.0	Guia da aprovação INSS I Conquiste uma das 7.655 vagas e salários de até R$ 9.7 mil com o método usado por 62% dos aprovados	https://docs.google.com/spreadsheets/d/1kAgrp-n7zlbx1BGTeIUs0kzo955jFsUH79KmWxJTFKg/edit?gid=0
45566.0	Melhor que Black Friday | O material usado por 70% dos aprovados pelo menor preço do ano	https://docs.google.com/spreadsheets/d/1DBeOPJTrcGcevAMsLoZPDO1y3qOrgYDGvSOqWEv8uP8/edit?gid=107296348
45627.0	O que fazer após o Concurso TJ SP?	https://docs.google.com/spreadsheets/d/1znRIxTaUjOyLa4PjT57udcrAarpcdLE4uKQrc8H7Oi0/edit?gid=524452270
45627.0	O que fazer após o Concurso TSE?	https://docs.google.com/spreadsheets/d/1h8q-4TbrhdJxfXhk6NmtAeYQbv9qBoOvv0ucvAbEy7Y/edit?gid=74556054
45658.0	Nunca mais seja demitido | 68 mil vagas em concursos, salários de até R$ 30 mil e estabilidade para sempre	https://docs.google.com/spreadsheets/d/1xUpsoa6dx_S2mpccYGC3hroMBNKKxmWFQaBCn_2lEvY/edit?gid=1049387767
45658.0	Missão PF & PRF 2025 | Realize seu sonho de ser policial com o método que é líder em aprovações no Brasil.	https://docs.google.com/spreadsheets/d/1nR9KnCQ5BEzJS2sKDStx60wL1gpteiJBRIOIS47kBv0/edit?gid=683855694
45658.0	Top 3 concursos de nível médio | As melhores oportunidades para ganhar até R$ 7 mil por mês sem ter faculdade	https://docs.google.com/spreadsheets/d/1wXguEC2UAPXK6bl9vU6ZyqM73Ndz5Frh7pQE3KO5FAk/edit?gid=0
45658.0	Operação Receita Federal 2025 | O guia definitivo escolhido por 83% dos aprovados para garantir R$ 23 mil mensais	https://docs.google.com/spreadsheets/d/1NwRFb5pEoWTIRapuKa3e7ydBkZU0mGf8CxsvXakt0XA/edit?gid=0
45658.0	Concurso IBAMA - Edital publicado	https://docs.google.com/spreadsheets/d/1974FCF4soDhQOzeiwczpYbTRDDIpcf753Wwu3BSbZj8/edit?gid=799579313
45689.0	Mentoria MPU em 80 dias | O plano acelerado para você conquistar até R$ 9 mil por mês	https://docs.google.com/spreadsheets/d/1sGqZRb3PXRhSTzpbw-7TF4Y47aDHiDNfzfCI6uE8-B4/edit?gid=0
45689.0	MP RJ em 90 dias | O guia completo para conquistar R$ 6 mil por mês mesmo sem ter faculdade	https://docs.google.com/spreadsheets/d/1avPtarXsR45k47RA3CGOOoK135N3gNmuOMAlhYkxSF4/edit?gid=1108572651
45689.0	Reta Final SEFAZ PR | O passo a passo para conquistar uma das 50 vagas e R$ 17 mil mensais	https://docs.google.com/spreadsheets/d/19jBFkHMRomxc639W-KlOUT2kLwianbVA-ZM58IKJDTw/edit?gid=846963748
45689.0	O Ano de Ouro dos Concursos Fiscais | O passo a passo para se tornar Auditor Fiscal e ganhar até R$ 36 mil + SELO "MAIS DE 1500 VAGAS	https://docs.google.com/spreadsheets/d/1CobkXWpCttBpGZyIzhHSBAxhTcUAt4rvFdy1rI6UvXc/edit?gid=0
45689.0	Bloco do Banco do Brasil | Descubra a estratégia que aprovou 490 candidatos e pode te levar a R$ 8,7 mil/mês sem faculdade	https://docs.google.com/spreadsheets/d/1SL5vR6vTA0PSo_GqxlfF3JZeaKLBdNRJwP5J5Ksx7Ic/edit?gid=0
45717.0	Semana Nacional da Polícia Federal | 20 horas de aulas gratuitas para você sair do zero e garantir uma das 2.000 vagas com salários de até R$ 15 mil	https://docs.google.com/spreadsheets/d/1XyrDA6JM4X0klNfnjWF1FsLuznLnoYimqQ-BGAogPAA/edit?gid=0
45748.0	Assinatura Vitalícia do Estratégia Concursos | Nunca mais gaste um centavo sequer para ser aprovado	https://docs.google.com/spreadsheets/d/1itanCuJ3KwBYyJ1odUb3rRkbAyXqhlYtqgEQPAMgaos/edit?gid=0
45748.0	Concurso TRT SP - Edital publicado	https://docs.google.com/spreadsheets/d/1GelnO-0zaGWTF07ZZAcG9B7xM6X4VdMIogII10e_8oQ/edit?gid=683855694
45748.0	Concurso Polícia Federal Administrativo - Edital publicado	https://docs.google.com/spreadsheets/d/1S7F2XjKTqJ8ELORaSdR8HzS3JxHBn0uECgZKtvFtBP0/edit?gid=683855694
45748.0	Funil por concurso (TRF4, SEFAZ PI, PRF, BB, Petrobras, INSS, TJ SP)	https://docs.google.com/spreadsheets/d/1xf4YyO0TcS5syxaVkAfVzqPVM2Tw6SvB55y6s8p4jI4/edit?gid=1046249462
45778.0	O que fazer após o Concurso do MPU?	https://docs.google.com/spreadsheets/d/1BxikYKbHslPnJWp5bqX9WAhROnU2eWc7YaoBJMeyLAE/edit?gid=215480497
45748.0	Operação PC CE | O guia completo de reta final para garantir uma das 425 vagas e mais de R$ 7 mil mensais	https://docs.google.com/spreadsheets/d/1pjxX-DaRQdzv0WF5cXOHRoI0qVlPDzEVF0eCCUB5zSA/edit?gid=0
45748.0	Polícia Federal: 90 em 5 | O plano para focar em 5 matérias, cobrir 90% do conteúdo e conquistar uma das 1.000 vagas	https://docs.google.com/spreadsheets/d/1fUdmvzS9jl2AgOuFI48Kj6qrgxC4YwqvdrbGZ6gkiWM/edit?gid=0
45778.0	Funil de e-mails TRF 4 - Pós-edital	https://docs.google.com/spreadsheets/d/1yzhrbRDpUPpW_g2alr_7JfT_U478FPvc8uKffIhiwOc/edit?usp=drivesdk
45778.0	Mapa da Aprovação PETROBRAS | O plano imbatível para ganhar R$ 5 mil + dezenas de benefícios ainda em 2023	https://docs.google.com/spreadsheets/d/1t20MXsUJo4kgBsB5RpFhoGWlDdX1L7Q_q0GXcnw4lRQ/edit?gid=0
45778.0	Projeto Auditor Fiscal 2025 | O Guia Completo com os Top  8 concursos para ganhar mais de R$ 30 mi/mês + SELO "MAIS DE 1100 VAGAS"	https://docs.google.com/spreadsheets/d/1_VnWIk38UOTRohPv0cEsfjtiCXjX-LsPgnP2ghho1N0/edit?gid=0
45778.0	Fórmula da Aprovação TCU | Aprenda a estratégia de 85% dos aprovados e conquiste até R$ 31 mil mensais	https://docs.google.com/spreadsheets/d/1BA5jugTI1TrDwX_IQC4Dsw76W7Lbg3peo8UMpSFlNXE/edit?usp=drivesdk
45809.0	Acelerador PRF | Turbine sua aprovação com o método usado por 952 aprovados e ingresse na PRF em 2025	https://docs.google.com/spreadsheets/d/1Eki6_cMOPRRM_-PSOYQTEezv5UY43qn0MQlxxNjJePI/edit?gid=0
45809.0	Do zero ao TJ PR | O guia de estudos pós-edital para ganhar mais de R$ 9 mil iniciais mesmo sem faculdade	https://docs.google.com/spreadsheets/d/1Zn0OUkegwqL2Ck5wyzYn_zGCQq2UgFqnGGcl_UgDSHE/edit?gid=0
45809.0	Controle Absoluto CGE SP | Como conquistar uma das 200 vagas e mais de R$ 18 mil/mês nesta oportunidade escondida	https://docs.google.com/spreadsheets/d/1TjmR1WgijzVymUYUGo6_fBRIsiaRXCQprbK8m_b6Twg/edit?gid=0
45809.0	Semana Nacional dos Concursos Públicos | 89 mil vagas, estabilidade e salários de até 35 mil - Seja aprovado ainda em 2025	https://docs.google.com/spreadsheets/d/1EgtZSytkRsO9HJ9y8yFRhg9Eu-JKNf2NQTJop-cRQxI/edit?gid=107296348
45839.0	CNU 2025: O Maior Concurso do Ano| Conquiste uma das 3.652 vagas com o curso que aprovou 2.990 no último CNU e tenha estabilidade para sempre	https://docs.google.com/spreadsheets/d/1_toO5eumbA_sFt-SXbyVQ9U7brEMOdQrqNWuL3n7u3c/edit?gid=683855694
45809.0	Funis de e-mail - Junho/25	https://docs.google.com/spreadsheets/d/1wmVsbG3wxMDv5FTWtARCZamoauQ-6v4urY_0yiLbJyo/edit?gid=376881996
45839.0	CNU 2025: do zero à aprovação | O passo a passo para estudar com a estratégia escolhida por 2.990 aprovados no último CNU	https://docs.google.com/spreadsheets/d/1uh7g-18A-izihNlJRV05kcKsOsZZ7XEFKQMfYHtMh4M/edit?gid=80225744
45839.0	Meu primeiro concurso   |  34 mil vagas de nível médio para ganhar ate R$ 9,8 mil por mês com estabilidade	https://docs.google.com/spreadsheets/d/1Zzw7Iu9wGjkvHg2qe7FSvo9F-P5T4ykXSh8eas5W320/edit?gid=80225744
45839.0	Plataforma da Aprovação Petrobras |  O guia completo para ser aprovado e ganhar mais de R$ 23 mil mensais	https://docs.google.com/spreadsheets/d/1b4FkGB4AEv8PqzB93mbPxDkUOFwzAaYKf7BIG6cj9l8/edit?gid=1881566966
45839.0	Marco Zero Receita Federal | O passo a passo para conquistar R$ 24 mil/mês com o segredo de 83% dos aprovados	https://docs.google.com/spreadsheets/d/1f9J5IVgu9fQF4fZzgWmzGjZ7E2J2bzjywTkr26D65vo/edit?gid=683855694
45839.0	O que fazer após o Concurso da Polícia Federal?	https://docs.google.com/spreadsheets/d/1rHASlN_Ihrv5cq272kouwCBO3Jht75CyybMXtieif_k/edit?gid=524452270
45839.0	Contagem Regressiva TJ RJ | Domine a estratégia de 90% aprovados antes que seja tarde demais para conquistar até R$ 12 mil/mês	https://docs.google.com/spreadsheets/d/1hGH7JwKyK7EEsAW9IE9u4qYVJJA9FGqJJowQKm6WuRU/edit?gid=683855694
45870.0	Tropa de Elite PRF | Comece na frente com o método que já aprovou 952 candidatos e conquiste um salário de R$ 12 mil por mês.	https://docs.google.com/spreadsheets/d/1SCY9Oey8jha9AkYwnBRVrv7ck0cYXWBVmLyg4ev428E/edit?gid=1110256110
45870.0	Contagem Regressiva SEFAZ RN | Domine a estratégia de 93% aprovados antes que seja tarde demais para conquistar até R$ 32 mil/mês	https://docs.google.com/spreadsheets/d/11TC3k1AWE8LwVhM6vD2pbcGvoNrfTHBOzUiNt7CxyUk/edit?gid=1110256110
45870.0	Contagem Regressiva CGE SP | Domine a estratégia de 85% aprovados antes que seja tarde demais para conquistar até R$ 20 mil/mês	https://docs.google.com/spreadsheets/d/1rcioMU9YwNFca4faiTlkb1Jt8H-pxnTqnVudYU2bZIY/edit?gid=1881566966
45870.0	Banco do Brasil em 180 dias | Descubra como conquistar até R$ 8,7 mil/mês estudando apenas 3 horas/dia por 6 meses	https://docs.google.com/spreadsheets/d/1xyMmoGRc49EXw5Y8TFIcdsxawQuPYoY9sx2HAg66KCc/edit?gid=1881566966
45901.0	Mapa da Independência Financeira | Ganhe até R$ 35 mil/mês e desfrute de uma carreira segura e estável no serviço público	https://docs.google.com/spreadsheets/d/1qcfS3wVnGuDw9RQIdv_iNPnIYWjgGVanh9uBw04Pkr0/edit?gid=1881566966
45901.0	Concurso TJ RS Express | O guia de 81 dias para quem tem nível médio conquistar R$ 5 mil por mês com estabilidade	https://docs.google.com/spreadsheets/d/12Sx_EC7HsfeExrrj6uGjLTiounKD06FwWsfbK5t0Tnc/edit?gid=0
45901.0	INSS do zero à aprovação | Conheça a estratégia usada por 627 aprovados para garantir uma das 8,5 mil vagas solicitadas	https://docs.google.com/spreadsheets/d/1dhG6u-f4AQNsQY-rRE89B9oO1lA1GbrJM8mCJ4E-SZs/edit?gid=683855694
45931.0	O que fazer após o Concurso Nacional Unificado?	https://metabase.data.estrategia.io/dashboard/4314-vendas-cupom-pos-cnu?assinatura_e_combos=Nenhum%2C0&cupons=%23CNU30%2C+CNU30%2C+%23CNUPREMIUM20%2C+CNUPREMIUM20%09&data_fim=2025-10-20&data_inicio=2025-10-05&interesse_evento=O+Ano+de+Ouro+dos+Concursos+Fiscais&pacote_e_combos_2=Nenhum%2C0&utm_campaign=
45931.0	TJ SP Descomplicado | O segredo utilizado por até 90% dos aprovados para conquistar R$ 6 mil/mês	https://docs.google.com/spreadsheets/d/12609eiwOWgIPKd0Zfu2EfHmLfqU-A0_-13GqsDtSsnE/edit?usp=drivesdk
45931.0	Funil pós-edital IGP RS	https://docs.google.com/spreadsheets/d/1YrRxwa0w-HtHy94kQjkYouTbQEPgOqhLjb6fn6LtyHQ/edit?gid=683855694
45931.0	Lucrando Alto Banco do Brasil | Como transformar 3h por dia de estudo em R$ 113 mil por ano	https://docs.google.com/spreadsheets/d/13maCRaTpStdZNYMqKwV8xT8o6nkGmVarhHFX3EY8cwo/edit?gid=683855694
45931.0	Melhor que Black Friday | O material utilizado por 70% dos aprovados pelo menor preço do ano	https://docs.google.com/spreadsheets/d/1cCiLBsTPv6p_LBswCHF6nnfDbw1nh6jTQ74-ZkZJzGQ/edit?pli=1&gid=1961948800
45962.0	Funil pós-edital TJ MS	https://docs.google.com/spreadsheets/d/1Tcc0lhzhV4HMcCadHl7eWxHLANrS-JAgpD0_HoSaO8w/edit?gid=395599448
45962.0	Plano de Reta Final TJ RJ | O guia completo para conquistar até R$ 13 mil mensais	https://docs.google.com/spreadsheets/d/1TsKoMx1wxwf6ZDvoIjtag962aOfUgSVOFZn_azDT2ic/edit?gid=683855694
45962.0	Guia do Auditor Fiscal 2026 | Como conquistar até R$ 39 mil/mês tendo qualquer formação de nível superior	https://docs.google.com/spreadsheets/d/1F3pyw6GlgUB7kgfmpjYl0N2uOYu7L23t34I1F0HTbP8/edit?gid=0
45962.0	Concurso SEFAZ SP - Edital publicado	https://docs.google.com/spreadsheets/d/1LWVArsN0nDYfEw9pJui8Pb0kBixap3pk4FYk2lYb4MY/edit?gid=799579313
45992.0	Caixa para Engenheiros e Arquitetos | O plano de reta final para conquistar 16k por mês em 60 dias	https://docs.google.com/spreadsheets/d/1SGy7rH5mCwgWwMhyc2sc54MQmN4qikjC-jx-8mN9xH0/edit?gid=1881566966
45992.0	Operação Pré-edital Petrobras | O passo a passo para ser aprovado e ganhar até R$ 23 mil/mês	https://docs.google.com/spreadsheets/d/1mtzt3lcnD4Bbb4PX0Djj3G9mNRiBeVEURfopaIN5pt4/edit?gid=1110256110
45992.0	O que fazer após o Concurso TJ SP?	https://docs.google.com/spreadsheets/d/1mpUuK3if-Vm38cL7R6cdS_ycFS506CYYl34OC9zmWWU/edit?gid=1529960768
45992.0	O que fazer após o Concurso CGE SP?	https://docs.google.com/spreadsheets/d/1Lg0NMaHCkLkJ8Oq1PA4NedMTkjGmewcbF6wWGGjAQsk/edit?gid=524452270
46023.0	Nunca mais seja demitido 2026 | Garanta sua estabilidade para sempre com salário de até 39 mil todos os meses!	https://docs.google.com/spreadsheets/d/1phmVCWZCuUSQpDAuyVblH8U0okEzI9nfo3mDLS0ARJ0/edit?gid=1550370845
45992.0	Projeto 32k Câmara dos Deputados | Seja um dos servidores mais bem pagos do país com a estratégia de 7 a cada 10 aprovados no Senado	https://docs.google.com/spreadsheets/d/11htedQVQM0P7hrKRhyaoMaN0jw7rXVIWqPHQLAvUDYI/edit?gid=1992578078
45992.0	Operação Pós-edital PC SC | Descubra o passo a passo para conquistar uma das 300 vagas	https://docs.google.com/spreadsheets/d/1b148ch-tyVYbUIsZdN1kuS0E_F1CJRBnWS49WG_zMtI/edit?gid=1992578078
46023.0	Sprint Final Câmara dos Deputados | Descubra a combinação de ferramentas que vai acelerar sua aprovação rumo aos 32k	https://docs.google.com/spreadsheets/d/1qXqc79jdco4EcubD0ryHRieBj01M8EluLngu2xc_Ijg/edit?gid=0
46023.0	O ano de ouro dos concursos fiscais | Aproveite o melhor momento em 20 anos para se tornar Auditor Fiscal, com salários de até R$ 39 mil e estabilidade	https://docs.google.com/spreadsheets/d/1nY1iMAn8QTL1yYVVhuaXF2yPkhQGgo-ykVGp2DkyECM/edit?gid=0
46023.0	Invasão PRF 2026 | Descubra o método que transformou 952 concurseiros em policiais e conquiste R$ 12 mil mensais	https://docs.google.com/spreadsheets/d/14u6j2P_5fSsBalTc5jrxeCMXRzdb2hocZnH3TgeXYbU/edit?usp=drivesdk
46023.0	INSS do zero à aprovação | Conquiste R$ 6 mil mensais com 3h de estudo por dia (SELO: 8.500 vagas solicitadas)	https://docs.google.com/spreadsheets/d/1b4KUiunninqspv7t8hsRppemfIVZmDgKz7cS3L1wN6Y/edit?gid=43350681
46023.0	Funis de Pacotes - Nunca mais seja demitido/26	https://docs.google.com/spreadsheets/d/1pi2Y0G-9BG2DC4NgqtldaGRy8M3mXXWstynZQuDMyL4/edit?gid=1616745533
46054.0	Banco do Brasil em alerta | Como sair do zero e conquistar R$ 8,7 mil/mês em 2026	https://docs.google.com/spreadsheets/d/1a-4RG3VbhAkamvUIaBGuk-7ZrlmzcBL8cv4jDp0xakM/edit?gid=1881566966
46054.0	O que fazer após o Concurso TJ RJ?	https://docs.google.com/spreadsheets/d/15s8FI6Rq2yAyZmx_hOcGtcuaCnbn_LzYZGwST5IhxW8/edit?gid=1765564704
46054.0	Operação Polícia Legislativa Federal	https://docs.google.com/spreadsheets/d/1Ae9bX8KwRYBOkT1H5uk4D3QHqBBo6OzWUkwKPqv0qso/edit?gid=1881566966
46054.0	Salário para Sempre | O caminho para conquistar estabilidade para sempre em umas das x mil vagas em concursos públicos	https://docs.google.com/spreadsheets/d/1PTPeOnGc9zjoELW3AWQ45FXU-XGYloEGqngcawi6UXw/edit?gid=280384477
46054.0	Mapa da aprovação Petrobras  | O guia personalizado para ser aprovado e ganhar até 23k por mês	https://docs.google.com/spreadsheets/d/1CtKWmDVqoXfz9ALYZmrgHIPVV2IujoOFnyqAChi1JkQ/edit?gid=0
46082.0	Semana do Consumidor Concurseiro | Descontos imperdíveis e bônus exclusivos para você virar servidor público em 2026!	https://docs.google.com/spreadsheets/d/1b-7YfaJDeOp2neGlyeN9_u0hHpnaIrjn2p7GQOvMbTc/edit?gid=1550370845
46082.0	O que fazer após o Concurso Câmara dos Deputados	https://docs.google.com/spreadsheets/d/1JTL5E9tnTpyKHXa8LbgdYxXfPErWZQmyGL8iJvawchw/edit?gid=524452270
46113.0	Projeto Auditor Fiscal 2026 | O Guia Completo com os Top 11 concursos para ganhar mais de R$ 37 mil/mês	https://docs.google.com/spreadsheets/d/1SjVnz5FO12VMHqvCq8ERzMb7tR8UkOIX/edit?gid=2142229665
46113.0	TJ SC em 75 dias | O plano de reta final para conquistar sua vaga e ganhar até R$ 10,3 mil/mês	https://docs.google.com/spreadsheets/d/1Gupx6oFj0ddsX6eybhAVQWPxvZyRfaoS/edit?gid=874269204
46143.0	Semana da SuperMãe Concursada | Como ser aprovada em 2026, mesmo que você tenha uma família inteira para cuidar	https://docs.google.com/spreadsheets/d/1-i928sQOJKKZ-JXfuf0h1KGsDNJKtfzg/edit?gid=2142229665
46113.0	Detonando Questões | Treine em alto nível com o método utilizado por 70% dos aprovados	https://docs.google.com/spreadsheets/d/17guamS7JPyU1AEo1rcuBtlH2dmdCKmdL_ktZbjq-rlk/edit?gid=683855694
46143.0	Alerta INSS | Transforme 3 horas diárias em R$ 7 mil/mês com o plano de estudos 100% personalizado	https://docs.google.com/spreadsheets/d/1hG8svgoBiKtC35KJZCwRN3SJsG7hEFEgl0sqJZAA_Sk/edit?gid=1751284216
46143.0	Masterclass Auditor Fiscal | O guia definitivo dos 12 concursos fiscais com mais de 1.100 vagas e salários de até R$ 38 mil	https://docs.google.com/spreadsheets/d/1jVR53iWv-JEl-5ByMIJTFouaRJS7ahFvP8GtKiC9SQs/edit?gid=1018066853
46143.0	Salário para Sempre | Conquiste o trabalho dos seus sonhos	https://docs.google.com/spreadsheets/d/178UK3fryUtpQ_HpLMv8NM_NlbhH2lvhe_3y5hfAuFrA/edit?gid=107296348
46054.0	Campanha TJ CE | Antecipação Edital publicado	https://docs.google.com/spreadsheets/d/1ynsG6TbKGTjZwmmdOcBl5KlpT-DImBtSVflGCPVbypo/edit?gid=250500529
46143.0	Dia dos Namorados Concurseiros | Garanta um futuro estável a dois com mais de 163 mil vagas e até R$ 38 mil nos concursos públicos	https://docs.google.com/spreadsheets/d/1gq-UMlzJH3jGQuP0Ac66GCkZTUdN6xIA/edit?gid=2142229665
46174.0	Semana Nacional dos Concursos Públicos 2026	https://docs.google.com/spreadsheets/d/12MVxttk_i8_hwclG0Ei2Ik1DtfZHZntsZp77kWgzP8c/edit?gid=1475180120
46174.0	Copa das Questões: Rumo à Aprovação nos Concursos	https://docs.google.com/spreadsheets/d/1ct9kMWgLxi-jfuOQpmzRZt7Z3P7jSUrHvco89SCiz2w/edit?gid=792400244
46204.0	Operação Policial Civil 2026 | O guia completo para conquistar uma das 3.182 vagas e ganhar até R$ 9 mil	https://docs.google.com/spreadsheets/d/1FUaR0Iy2ONLI8r2g1DfgPkxfzp8oNGk1/edit?gid=2142229665
46204.0	Concurso Receita Federal 2026 | O Plano de estudos 100% personalizado para ser aprovado e ganhar R$ 36 mil/mês	https://docs.google.com/spreadsheets/d/1hCTW64B0vc6odsObbez60MWQ-id_wBCa0LFYrfY56x0/edit?gid=823525046
46204.0	Projeto Auditor de Controle | O Plano de estudos 100% personalizado para ser aprovado e ganhar até R$ 20 mil/mês	https://docs.google.com/spreadsheets/d/1hh9z6qj8KkIQFdDrPi7S1XQyenYsxalF/edit?gid=659533003
46204.0	Aquecimento Banco Central | O Plano de estudos 100% personalizado para ser aprovado e ganhar R$ 36 mil/mês	https://docs.google.com/spreadsheets/d/1S6qsZOkMv5YB3FbNA8QIZL9u5UK13WeY/edit?gid=2142229665
